id,conversation_id,date,user_id,username,mentions,hashtags
1390002615824510983,1390002615824510983,2021-05-06,73068020,t_u_n_d_e_,[],[]
1389778700980260866,1389612755473272835,2021-05-05,72990720,nvrcast,[],[]
1391937225575763973,1391937225575763973,2021-05-11,183070477,locoalien,[],"['btt', 'trx', 'win', 'doggecoin', 'dogge', 'cryptonews']"
1391579688204603392,1391395430236401664,2021-05-10,3018169064,benwildenz,[],"['zilliqa', 'ada', 'cryptonews', 'doge']"
1391528974077939717,1391528974077939717,2021-05-10,838317883297955844,victornz_888,[],"['antiwhale', 'bscgem', 'cryptonews']"
1391484844975165440,1391381485438083074,2021-05-10,3018169064,benwildenz,"[{'screen_name': 'xcademyofficial', 'name': 'xcad network', 'id': '1099758059289800709'}, {'screen_name': 'mintable_app', 'name': 'mintable', 'id': '1070246849234096134'}]","['zilliqa', 'cryptonews', 'doge', 'nftcommunity', 'fantasysports']"
1391471861838450692,1391471861838450692,2021-05-10,838317883297955844,victornz_888,[],"['antiwhale', 'bscgem', 'cryptonews']"
1391157813427130369,1391157813427130369,2021-05-09,3018169064,benwildenz,"[{'screen_name': 'tokenmetricsinc', 'name': 'token metrics', 'id': '1136430327176581120'}]","['zilliqa', 'zilliqafootballstars', 'cryptonews']"
1389715558434807810,1389708280537223173,2021-05-05,23140070,razorsandvines,[],['doge']
1389713753285877764,1389641626415468544,2021-05-05,1147661495280390144,cerberu21014829,[],['bitcoin']
1389712428817031170,1389711890797010956,2021-05-05,469174063,field_hamster,[],[]
1389686274139828225,1389686274139828225,2021-05-05,2829241472,payments_nz,[],[]
1389667629741133824,1389290398917476355,2021-05-05,968246609321406464,wayne59nz,[],[]
1389665072411078657,1389665072411078657,2021-05-05,677063,hamishmacewan,[],[]
1389637608171458563,1389637608171458563,2021-05-05,1313565071239389184,rfoliaki,[],['bitcoin']
1389624779443892228,1389620566156533761,2021-05-05,36624001,lordfusitua,"[{'screen_name': 'bigmarh', 'name': '🟣 lamar wilson 🟩', 'id': '131306494'}]","['stacksats', 'bitcoin', 'hodluyah']"
1389617334042517507,1389617334042517507,2021-05-05,1227018012835942403,realbarbarien,[],['bitcoin']
1389585041416617991,1389585041416617991,2021-05-05,1147661495280390144,cerberu21014829,[],"['bitcoin', 'plebs', 'degen', 'defi', 'btc']"
1389581783612542977,1389429913040654342,2021-05-05,1147661495280390144,cerberu21014829,[],"['bitcoin', 'pleb']"
1389395907917991936,1389395907917991936,2021-05-04,3260025924,tisrabadshah,[],"['btc', 'bnb', 'eth']"
1389336133813764099,1389330081265324032,2021-05-04,36624001,lordfusitua,[],['bitcoin']
1389330081265324032,1389330081265324032,2021-05-04,36624001,lordfusitua,"[{'screen_name': 'swanbitcoin', 'name': 'swan 🦢 swanbitcoin.com 🚀', 'id': '1204516592010137600'}, {'screen_name': 'coryklippsten', 'name': 'cory 🟩 klippsten *beware of impersonators*', 'id': '3260096383'}, {'screen_name': 'skwp', 'name': 'yan pritzker 🦢', 'id': '43763'}, {'screen_name': 'reedwommack', 'name': 'reed wommack', 'id': '1145565479248916480'}]","['bitcoin', 'stackinsats', 'hodluyah']"
1389291185684975619,1389255367163588610,2021-05-04,36624001,lordfusitua,[],['bitcoin']
1389258378556284933,1389255367163588610,2021-05-04,36624001,lordfusitua,[],"['godsmoney', 'bitcoin', 'welcometoblacknbrowngenerationalwealth']"
1389074241010556929,1389074241010556929,2021-05-03,3260025924,tisrabadshah,[],[]
1388877613964218369,1388877613964218369,2021-05-03,36624001,lordfusitua,[],"['nft', 'bitcoin']"
1388749676556419072,1388749676556419072,2021-05-02,3260025924,tisrabadshah,[],"['btc', 'eth', 'bnb', 'safemoon', 'nftart', 'xrp', 'dot', 'uni', 'link', 'cake', 'tron', 'cro']"
1388230026315714561,1388230026315714561,2021-05-01,36624001,lordfusitua,"[{'screen_name': 'joinclubhouse', 'name': 'follow @clubhouse', 'id': '1380579951028617220'}, {'screen_name': 'blackbitcoinuk', 'name': 'black bitcoin uk', 'id': '1362569869296885762'}, {'screen_name': 'bpepatricia', 'name': 'patricia.bpe', 'id': '1370467427792920579'}, {'screen_name': 'hopesmalling', 'name': 'hopeton smalling 🇺🇸🇬🇧🇯🇲🇿🇦', 'id': '987380168'}, {'screen_name': 'rackijoach', 'name': 'jacki roach', 'id': '122164230'}]",[]
1388074122828296192,1387790705658056705,2021-04-30,3068658085,anshul9andy,[],[]
1387911498438090756,1387911498438090756,2021-04-30,36624001,lordfusitua,"[{'screen_name': 'vpomee', 'name': 'veronicapomee', 'id': '1023077478095630341'}, {'screen_name': 'joinclubhouse', 'name': 'follow @clubhouse', 'id': '1380579951028617220'}]",[]
